"","atmnevek","cimek","lon","lat"
"5544","OTP Bank Nyrt. - Fiók","Karinthy Frigyes út 16, 1111 Budapest",NA,NA
"5545","Euronet Banktechikai Kft. - ATM","Szervita tér 8, 1052 Budapest",NA,NA
"5546","OTP Bank Nyrt. - ATM","Október huszonharmadika utca 16, 1117 Budapest",NA,NA
"5547","OTP Bank Nyrt. - ATM","Október huszonharmadika utca 8, 1117 Budapest",NA,NA
"5548","OTP Bank Nyrt. - ATM","Október huszonharmadika utca 8, 1117 Budapest",NA,NA
"5549","OTP Bank Nyrt. - ATM","Október huszonharmadika utca 8, 1117 Budapest",NA,NA
"5550","Euronet Banktechikai Kft. - ATM","Kelenhegyi út 4, 1118 Budapest",NA,NA
"5551","Magyar Cetelem Bank Zrt. - Fiók","Teréz körút 57 fsz, 1067 Budapest",NA,NA
"5552","Euronet Banktechikai Kft. - ATM","Szent István tér 3, 1066 Budapest",NA,NA
"5553","Euronet Banktechikai Kft. - ATM","Szent István körút 26, 1137 Budapest",NA,NA
"5554","Euronet Banktechikai Kft. - ATM","Arany J. utca 27-29, 1051 Budapest",NA,NA
"5555","Euronet Banktechikai Kft. - ATM","Regiposta utca 12, 1052 Budapest",NA,NA
"5556","MKB Zrt. - Fiók","Szent István tér 11, 1051 Budapest",NA,NA
"5557","MKB Zrt. - ATM","Szent István tér 11, 1051 Budapest",NA,NA
"5558","CIB Bank Zrt. - ATM","Bajcsy-Zsilinszky utca 1/a., 2310 Szigetszentmiklós",NA,NA
"5559","Euronet Banktechikai Kft. - ATM","Vaci utca 12, 1052 Budapest",NA,NA
"5560","Euronet Banktechikai Kft. - ATM","Oktober 23. utca 1, 1117 Budapest",NA,NA
"5561","Fókusz Takarék - Fiók","Árpád u. 5/a., 6336 Szakmár",NA,NA
"5562","OTP Bank Nyrt. - ATM","Régiposta utca 10, 1052 Budapest",NA,NA
"5563","Euronet Banktechikai Kft. - ATM","Szent István tér 11/B, 1051 Budapest",NA,NA
"5564","Citibank Europe plc. Fióktelepe - Fiók","Bercsényi utca 21, 1117 Budapest",NA,NA
"5565","OTP Bank Nyrt. - ATM","Hauszmann A. utca 6/b, 1117 Budapest",NA,NA
"5566","Euronet Banktechikai Kft. - ATM","Sas utca 5, 1052 Budapest",NA,NA
"5567","Dunakanyar Tksz. - Fiók","Petőfi Sándor u. 27, 2021 Tahitótfalu",NA,NA
"5568","Dunakanyar Tksz. - ATM","Petőfi Sándor utca 27, 2021 Tahitótfalu",NA,NA
"5569","OTP Bank Nyrt. - Fiók","Deák Ferenc utca 7-9, 1052 Budapest",NA,NA
"5570","Euronet Banktechikai Kft. - ATM","Hold utca 13, 1054 Budapest",NA,NA
"5571","Euronet Banktechikai Kft. - ATM","Deák Ferenc utca 10., 1052 Budapest",NA,NA
"5572","CIB Bank Zrt. - Fiók","Bajcsy-Zsilinszky utca 1/a, 2310 Szigetszentmiklós",NA,NA
"5573","Euronet Banktechikai Kft. - ATM","Becsi utca 8, 1052 Budapest",NA,NA
"5574","MagNet Bank Zrt. - ATM","Victor Hugó utca 41., 1132 Budapest",NA,NA
"5575","UniCredit Bank Zrt. - Fiók","Lágymányosi utca 1-3., 1111 Budapest",NA,NA
"5576","UniCredit Bank Zrt. - ATM","Lágymányosi utca 1.-3., 1111 Budapest",NA,NA
"5577","OTP Bank Nyrt. - ATM","Deák Ferenc utca 7-9, 1052 Budapest",NA,NA
"5578","OTP Bank Nyrt. - ATM","Deák Ferenc utca 7-9, 1052 Budapest",NA,NA
"5579","Euronet Banktechikai Kft. - ATM","Marcius 15. tér 1, 1056 Budapest",NA,NA
"5580","OTP Bank Nyrt. - ATM","Szabadság tér 7-8, 1054 Budapest",NA,NA
"5581","Euronet Banktechikai Kft. - ATM","Jozsef Attila utca 16, 1051 Budapest",NA,NA
"5582","OTP Bank Nyrt. - Fiók","Szabadság tér 7-8, 1054 Budapest",NA,NA
"5583","Raiffeisen Bank Zrt. - Fiók","Október huszonharmadika utca 8-10, 1117 Budapest",NA,NA
"5584","Raiffeisen Bank Zrt. - ATM","Október Huszonharmadika utca 8-10 2, 1117 Budapest",NA,NA
"5585","K&H Bank Zrt. - ATM","Pozsonyi út 77-79., 1133 Budapest",NA,NA
"5586","MKB Zrt. - ATM","Türr István utca 9, 1052 Budapest",NA,NA
"5587","MKB Zrt. - Fiók","Türr István utca 9, 1052 Budapest",NA,NA
"5588","Euronet Banktechikai Kft. - ATM","Vorosmarty tér 2, 1052 Budapest",NA,NA
"5589","UniCredit Bank Zrt. - ATM","Október Huszonharmadika utca 8.-10. fsz., 1117 Budapest",NA,NA
"5590","Euronet Banktechikai Kft. - ATM","Szent István körút 20, 1136 Budapest",NA,NA
"5591","Euronet Banktechikai Kft. - ATM","Zrinyi utca 18, 1052 Budapest",NA,NA
"5592","Euronet Banktechikai Kft. - ATM","Vorosmarty tér 4, 1052 Budapest",NA,NA
"5593","Euronet Banktechikai Kft. - ATM","Vorosmarty tér 4, 1052 Budapest",NA,NA
"5594","Euronet Banktechikai Kft. - ATM","Vorosmarty tér 4, 1052 Budapest",NA,NA
"5595","Euronet Banktechikai Kft. - ATM","Aranykéz utca 4-6, 1052 Budapest",NA,NA
"5596","BUDAPEST Bank Zrt. - Fiók","Bartók Béla út 41., 1114 Budapest",NA,NA
"5597","BUDAPEST Bank Zrt. - ATM","Bartók Béla út 41., 1114 Budapest",NA,NA
"5598","Citibank Europe plc. Fióktelepe - Fiók","Vörösmarty tér 4, 1051 Budapest",NA,NA
"5599","Polgári Bank Zrt. - ATM","Kárpát u. 1/a., 1131 Budapest",NA,NA
"5600","Polgári Bank Zrt. - Fiók","Kárpát u. 1/A., 1133 Budapest",NA,NA
"5601","Erste Bank Hungary Zrt. - ATM","Október 23 utca 8-10, 1117 Budapest",NA,NA
"5602","Euronet Banktechikai Kft. - ATM","Október 6. utca 5, 1051 Budapest",NA,NA
"5603","MKB Zrt. - ATM","Október 23. utca 6-10, 1117 Budapest",NA,NA
"5604","MKB Zrt. - Fiók","Október huszonharmadika utca 6-10, 1117 Budapest",NA,NA
"5605","Erste Bank Hungary Zrt. - Fiók","Bartók Béla út 43-47, 1114 Budapest",NA,NA
"5606","Erste Bank Hungary Zrt. - ATM","Bartók Béla út 43-47., 1114 Budapest",NA,NA
"5607","CIB Bank Zrt. - ATM","Lövőház utca 7-9, 1024 Budapest",NA,NA
"5608","OTP Bank Nyrt. - ATM","Karinthy F. út 4-6, 1111 Budapest",NA,NA
"5609","CIB Bank Zrt. - ATM","Október 23-a utca 6-8., 1117 Budapest",NA,NA
"5610","Bank of China (Hungária) ZRt. - Fiók","József nádor tér 7, 1051 Budapest",NA,NA
"5611","Bank of China Limited Magyarországi Fióktelepe - Fiók","József nádor tér 7, 1051 Budapest",NA,NA
"5612","OTP Bank Nyrt. - ATM","Szelecsényi tér 2, 6098 Tass",NA,NA
"5613","OTP Bank Nyrt. - ATM","Deák F. utca 5-7, 1052 Budapest",NA,NA
"5614","OTP Bank Nyrt. - ATM","Nádorliget utca 5/a, 1117 Budapest",NA,NA
"5615","Euronet Banktechikai Kft. - ATM","József nádor tér 8, 1051 Budapest",NA,NA
"5616","UniCredit Bank Zrt. - Fiók","Dobogókői út 1. fsz., 2000 Szentendre",NA,NA
"5617","Euronet Banktechikai Kft. - ATM","Apaczai Cs. utca 1, 1051 Budapest",NA,NA
"5618","Erste Bank Hungary Zrt. - ATM","Szabadság tér 14., 1054 Budapest",NA,NA
"5619","UniCredit Bank Zrt. - ATM","Dobogókői út 1 fsz., 2000 Szentendre",NA,NA
"5620","Erste Bank Hungary Zrt. - ATM","Dunakanyar körút 46, 2000 Szentendre",NA,NA
"5621","DUNA TAKARÉK BANK Zrt. - Fiók","Aulich utca 3, 1054 Budapest",NA,NA
"5622","CIB Bank Zrt. - ATM","Szent István körút 15., 1055 Budapest",NA,NA
"5623","CIB Bank Zrt. - Fiók","Október huszonharmadika utca 6-8., 1117 Budapest",NA,NA
"5624","OTP Bank Nyrt. - ATM","Ménesi utca 5, 1118 Budapest",NA,NA
"5625","Erste Bank Hungary Zrt. - ATM","Apáczai Csere János utca 4., 1052 Budapest",NA,NA
"5626","Euronet Banktechikai Kft. - ATM","Kőrösy József utca 7, 1117 Budapest",NA,NA
"5627","OTP Bank Nyrt. - ATM","Pozsonyi út 56, 1133 Budapest",NA,NA
"5628","UniCredit Bank Zrt. - ATM","Szabadság tér 5.-6. fsz., 1054 Budapest",NA,NA
"5629","UniCredit Bank Zrt. - Fiók","Szabadság tér 5-6. fsz., 1054 Budapest",NA,NA
"5630","UniCredit Bank Zrt. - ATM","Szabadság tér 5.-6. fsz., 1054 Budapest",NA,NA
"5631","OTP Bank Nyrt. - ATM","Móricz Zs. kör tér 18, 1117 Budapest",NA,NA
"5632","OTP Bank Nyrt. - ATM","Móricz Zs. kör tér 18, 1117 Budapest",NA,NA
"5633","CIB Bank Zrt. - Fiók","Szent István körút 15., 1055 Budapest",NA,NA
"5634","K&H Bank Zrt. - ATM","Arany János utca 20., 1051 Budapest",NA,NA
"5635","K&H Bank Zrt. - Fiók","Arany János utca 20, 1051 Budapest",NA,NA
"5636","K&H Bank Zrt. - ATM","Arany János utca 20, 1051 Budapest",NA,NA
"5637","OTP Bank Nyrt. - Fiók","Móricz Zsigmond körtér 18, 1117 Budapest",NA,NA
"5638","Euronet Banktechikai Kft. - ATM","Vörösmarty tér 1, 1051 Budapest",NA,NA
"5639","OTP Bank Nyrt. - ATM","József A. utca 8, 1051 Budapest",NA,NA
"5640","K&H Bank Zrt. - ATM","Markó utca 13-17., 1055 Budapest",NA,NA
"5641","Euronet Banktechikai Kft. - ATM","Moricz Zs. körtér 16, 1117 Budapest",NA,NA
"5642","Erste Bank Hungary Zrt. - ATM","Szabadság tér 14., 1054 Budapest",NA,NA
"5643","OTP Bank Nyrt. - Fiók","Pozsonyi út 38, 1137 Budapest",NA,NA
"5644","OTP Bank Nyrt. - ATM","Körösi J. utca 7-9, 1117 Budapest",NA,NA
"5645","Erste Bank Hungary Zrt. - Fiók","Szabadság tér 14, 1054 Budapest",NA,NA
"5646","Magyar Posta Zrt. - Fiók","Pozsonyi út 44-46., 1133 Budapest",NA,NA
"5647","K&H Bank Zrt. - ATM","Móricz Zsigmond körtér 14., 1117 Budapest",NA,NA
"5648","K&H Bank Zrt. - Fiók","Móricz Zsigmond körtér 14, 1117 Budapest",NA,NA
"5649","OTP Bank Nyrt. - ATM","Pozsonyi út 38, 1137 Budapest",NA,NA
"5650","Magyar Posta Zrt. - Fiók","Bajcsy-Zsilinszky utca 2., 6336 Szakmár",NA,NA
"5651","K&H Bank Zrt. - ATM","Móricz Zsigmond körtér 14., 1117 Budapest",NA,NA
"5652","Magyar Posta Zrt. - Fiók","Szalay utca 10-14., 1055 Budapest",NA,NA
"5653","Euronet Banktechikai Kft. - ATM","Vigado utca 2, 1051 Budapest",NA,NA
"5654","OTP Bank Nyrt. - Fiók","Nádor utca 6, 1051 Budapest",NA,NA
"5655","CIB Bank Zrt. - ATM","Szabadság tér 15., 1054 Budapest",NA,NA
"5656","CIB Bank Zrt. - ATM","Szabadság tér 15., 1054 Budapest",NA,NA
"5657","OTP Bank Nyrt. - ATM","Alkotmány utca 9-11, 1054 Budapest",NA,NA
"5658","OTP Bank Nyrt. - ATM","Fehérvári út 22, 1117 Budapest",NA,NA
"5659","K&H Bank Zrt. - ATM","Apáczai Csere János utca 4., 1051 Budapest",NA,NA
"5660","K&H Bank Zrt. - Fiók","Apáczai Csere János utca 4., 1052 Budapest",NA,NA
"5661","CIB Bank Zrt. - Fiók","Szabadság tér 15., 1054 Budapest",NA,NA
"5662","CIB Bank Zrt. - Fiók","Szabadság tér 15., 1054 Budapest",NA,NA
"5663","Magyar Posta Zrt. - Fiók","Madách utca 2/A., 2640 Szendehely",NA,NA
"5664","Erste Bank Hungary Zrt. - ATM","Fehérvári út 9-11., 1114 Budapest",NA,NA
"5665","K&H Bank Zrt. - ATM","Margitsziget - -, 1138 Budapest",NA,NA
"5666","Euronet Banktechikai Kft. - ATM","Szent István körút 12, 1137 Budapest",NA,NA
"5667","OTP Bank Nyrt. - ATM","Tátra utca 10, 1136 Budapest",NA,NA
"5668","OTP Bank Nyrt. - ATM","Tátra utca 10, 1136 Budapest",NA,NA
"5669","Magyar Posta Zrt. - Fiók","Fehérvári út 9-11., 1114 Budapest",NA,NA
"5670","OTP Bank Nyrt. - ATM","Záhony utca 7, 1031 Budapest",NA,NA
"5671","OTP Bank Nyrt. - ATM","Bajcsy-Zs. út 24, 1051 Budapest",NA,NA
"5672","Magyar Posta Zrt. - Fiók","Dorottya utca 9., 1051 Budapest",NA,NA
"5673","Euronet Banktechikai Kft. - ATM","Zrinyi utca 5, 1051 Budapest",NA,NA
"5674","OTP Bank Nyrt. - Fiók","Nádor utca 16, 1051 Budapest",NA,NA
"5675","OTP Bank Nyrt. - ATM","Honvéd utca 13-15, 1055 Budapest",NA,NA
"5676","Szentlőrinc-Ormánság Takarékszövetkezet - ATM","Fehérvári út 17, 1117 Budapest",NA,NA
"5677","Szentlőrinc-Ormánság Takarékszövetkezet - Fiók","Fehérvári út 17, 1117 Budapest",NA,NA
"5678","OTP Bank Nyrt. - ATM","Kalotaszegi utca 31, 1116 Budapest",NA,NA
"5679","K&H Bank Zrt. - ATM","Széchenyi István tér 2., 1051 Budapest",NA,NA
"5680","OTP Bank Nyrt. - ATM","Nádor utca 21/a, 1051 Budapest",NA,NA
"5681","Magyar Posta Zrt. - Fiók","Szent István körút 10., 1137 Budapest",NA,NA
"5682","Magyar Posta Zrt. - Fiók","Bajcsy-Zsilinszky utca 22., 2310 Szigetszentmiklós",NA,NA
"5683","OTP Bank Nyrt. - ATM","Nádor utca 16, 1051 Budapest",NA,NA
"5684","Erste Bank Hungary Zrt. - ATM","Szent István körút 10., 1137 Budapest",NA,NA
"5685","UniCredit Bank Zrt. - ATM","Alkotmány utca 4, 1054 Budapest",NA,NA
"5686","OTP Bank Nyrt. - ATM","Kálmán utca 2, 1054 Budapest",NA,NA
"5687","UniCredit Bank Zrt. - ATM","Fehérvári út 23, 1117 Budapest",NA,NA
"5688","UniCredit Bank Zrt. - ATM","Bajcsy-Zsilinszky utca 26, 2310 Szigetszentmiklós",NA,NA
"5689","UniCredit Bank Zrt. - Fiók","Bajcsy-Zsilinszky utca 26., 2310 Szigetszentmiklós",NA,NA
"5690","Raiffeisen Bank Zrt. - Fiók","Bocskai út 1, 1114 Budapest",NA,NA
"5691","Raiffeisen Bank Zrt. - ATM","Bocskai út 1, 1114 Budapest",NA,NA
"5692","UniCredit Bank Zrt. - Fiók","Alkotmány utca 4., 1054 Budapest",NA,NA
"5693","UniCredit Bank Zrt. - Fiók","Fehérvári út 23., 1117 Budapest",NA,NA
"5694","Euronet Banktechikai Kft. - ATM","Zrinyi utca 3, 1052 Budapest",NA,NA
"5695","Euronet Banktechikai Kft. - ATM","Pozsonyi utca 25, 1137 Budapest",NA,NA
"5696","Euronet Banktechikai Kft. - ATM","Dobrentei tér 9, 1013 Budapest",NA,NA
"5697","OTP Bank Nyrt. - ATM","Bartók Béla út 51, 1114 Budapest",NA,NA
"5698","OTP Bank Nyrt. - ATM","Dobogókői út 4-6, 2000 Szentendre",NA,NA
"5699","Magyar Posta Zrt. - Fiók","Dózsa György út 4., 6098 Tass",NA,NA
"5700","Magyar Posta Zrt. - Fiók","Madzsar József utca 9-11., 1039 Budapest",NA,NA
"5701","OTP Bank Nyrt. - ATM","Omszk utca 1, 2011 Budakalász",NA,NA
"5702","UniCredit Bank Zrt. - ATM","Omszk park 1, 2011 Budakalász",NA,NA
"5703","Magyar Posta Zrt. - Fiók","Omszk park 1., 2011 Budakalász",NA,NA
"5704","K&H Bank Zrt. - ATM","Apáczai Csere János utca 12-14., 1052 Budapest",NA,NA
"5705","Euronet Banktechikai Kft. - ATM","Nador utca 34, 1051 Budapest",NA,NA
"5706","OTP Bank Nyrt. - ATM","Hunyadi J. utca 19, 1117 Budapest",NA,NA
"5707","Euronet Banktechikai Kft. - ATM","Szechenyi tér 7-8, 1051 Budapest",NA,NA
"5708","Euronet Banktechikai Kft. - ATM","Szechenyi tér 7-8, 1051 Budapest",NA,NA
"5709","BUDAPEST Bank Zrt. - ATM","Kossuth tér 10., 1055 Budapest",NA,NA
"5710","BUDAPEST Bank Zrt. - Fiók","Kossuth Lajos tér 10., 1055 Budapest",NA,NA
"5711","OTP Bank Nyrt. - Fiók","Hunyadi János út 19, 1117 Budapest",NA,NA
"5712","OTP Bank Nyrt. - ATM","Kondorosi út 6, 1116 Budapest",NA,NA
"5713","Magyar Posta Zrt. - Fiók","Hunyadi János út 19., 1117 Budapest",NA,NA
"5714","Pillér Takarékszövetkezet - Fiók","Bartók Béla út 66, 1113 Budapest",NA,NA
"5715","Borotai Takarékszövetkezet - Fiók","Eötvös utca 2., 6448 Csávoly",NA,NA
"5716","OTP Bank Nyrt. - ATM","Szent István krt. 1, 1055 Budapest",NA,NA
"5717","OTP Bank Nyrt. - ATM","Nyár utca 1, 2000 Szentendre",NA,NA
"5718","K&H Bank Zrt. - ATM","Fehérvári út 79., 1119 Budapest",NA,NA
"5719","OTP Bank Nyrt. - Fiók","Szent István körút 1, 1055 Budapest",NA,NA
"5720","K&H Bank Zrt. - Fiók","Fehérvári út 79, 1119 Budapest",NA,NA
"5721","K&H Bank Zrt. - ATM","Fehérvári út 79., 1119 Budapest",NA,NA
"5722","FHB Bank Zrt - ATM","Kossuth tér 13-15, 1055 Budapest",NA,NA
"5723","FHB Bank Zrt - ATM","Kossuth Lajos utca 47-49, 1211 Budapest",NA,NA
"5724","FHB Bank Zrt - Fiók","Kossuth Lajos tér 13-15, 1055 Budapest",NA,NA
"5725","Euronet Banktechikai Kft. - ATM","Fehérvári út 84/A, 1119 Budapest",NA,NA
"5726","OTP Bank Nyrt. - ATM","Heltai J. tér 13-14, 1039 Budapest",NA,NA
"5727","UniCredit Bank Zrt. - ATM","Záhony utca 7, 1031 Budapest",NA,NA
"5728","Raiffeisen Bank Zrt. - ATM","Akadémia utca 6, 1054 Budapest",NA,NA
"5729","Raiffeisen Bank Zrt. - Fiók","Akadémia utca 6, 1054 Budapest",NA,NA
"5730","Erste Bank Hungary Zrt. - ATM","Kossuth Lajos tér 13-15., 1055 Budapest",NA,NA
"5731","OTP Bank Nyrt. - ATM","Akadémia utca 10, 1054 Budapest",NA,NA
"5732","OTP Bank Nyrt. - ATM","Arany János utca 1, 6448 Csávoly",NA,NA
"5733","Erste Bank Hungary Zrt. - Fiók","Kossuth Lajos tér 13-15, 1055 Budapest",NA,NA
"5734","MagNet Bank Zrt. - ATM","Balassi B. utca 9-11., 1055 Budapest",NA,NA
"5735","MagNet Bank Zrt. - Fiók","Balassi B. utca 9-11., 1055 Budapest",NA,NA
"5736","Euronet Banktechikai Kft. - ATM","Kossuth tér 6-8, 1054 Budapest",NA,NA
"5737","OTP Bank Nyrt. - ATM","Kossuth tér 6-8, 1054 Budapest",NA,NA
"5738","MKB Zrt. - Fiók","Fehérvári út 95, 1119 Budapest",NA,NA
"5739","MKB Zrt. - ATM","Fehérvári út 95, 1119 Budapest",NA,NA
"5740","Magyar Posta Zrt. - Fiók","Petőfi utca 10/c, 6448 Csávoly",NA,NA
"5741","Magyar Posta Zrt. - Fiók","Városház tér 19., 1221 Budapest",NA,NA
"5742","K&H Bank Zrt. - Fiók","Kossuth Lajos utca 25-29, 1221 Budapest",NA,NA
"5743","K&H Bank Zrt. - ATM","Kossuth Lajos utca 25-29, 1221 Budapest",NA,NA
"5744","Euronet Banktechikai Kft. - ATM","Balassi B. utca 2/b, 1055 Budapest",NA,NA
"5745","OTP Bank Nyrt. - ATM","Heltai J. tér 9, 1039 Budapest",NA,NA
"5746","OTP Bank Nyrt. - Fiók","Kossuth Lajos utca 31, 1221 Budapest",NA,NA
"5747","OTP Bank Nyrt. - Fiók","Heltai Jenő tér 9, 1039 Budapest",NA,NA
"5748","OTP Bank Nyrt. - Fiók","Széchenyi rakpart 19, 1054 Budapest",NA,NA
"5749","OTP Bank Nyrt. - ATM","Villányi út 11-13, 1114 Budapest",NA,NA
"5750","OTP Bank Nyrt. - ATM","Kossuth L. utca 31, 1221 Budapest",NA,NA
"5751","Euronet Banktechikai Kft. - ATM","Citadella sétány 1, 1118 Budapest",NA,NA
"5752","Erste Bank Hungary Zrt. - ATM","Heltai Jenő tér 15., 1039 Budapest",NA,NA
"5753","Erste Bank Hungary Zrt. - Fiók","Heltai Jenő tér 15, 1039 Budapest",NA,NA
"5754","OTP Bank Nyrt. - ATM","Kossuth Lajos tér 4, 1191 Budapest",NA,NA
"5755","MKB Zrt. - ATM","Kossuth Lajos utca 25-27, 1221 Budapest",NA,NA
"5756","MKB Zrt. - Fiók","Kossuth Lajos utca 25-27, 1221 Budapest",NA,NA
"5757","Commerzbank Zrt - Fiók","Széchenyi rakpart 8, 1054 Budapest",NA,NA
"5758","K&H Bank Zrt. - ATM","Heltai Jenő tér 15., 1039 Budapest",NA,NA
"5759","K&H Bank Zrt. - Fiók","Heltai Jenő tér 15, 1039 Budapest",NA,NA
"5760","K&H Bank Zrt. - Fiók","Kossuth Lajos tér 18, 1055 Budapest",NA,NA
"5761","K&H Bank Zrt. - ATM","Kossuth Lajos tér 18., 1055 Budapest",NA,NA
"5762","BUDAPEST Bank Zrt. - ATM","Heltai Jenő tér 15., 1039 Budapest",NA,NA
"5763","OTP Bank Nyrt. - ATM","Szentendrei utca 6, 2022 Tahitótfalu",NA,NA
"5764","Erste Bank Hungary Zrt. - Fiók","Fehérvári út 130, 1116 Budapest",NA,NA
"5765","Erste Bank Hungary Zrt. - ATM","Fehérvári út 130., 1116 Budapest",NA,NA
"5766","Euronet Banktechikai Kft. - ATM","Margitsziget - -, 1138 Budapest",NA,NA
"5767","Euronet Banktechikai Kft. - ATM","Szigethalom utca -, 2315 Szigethalom",NA,NA
"5768","OTP Bank Nyrt. - ATM","Fehérvári 161. - Andor út 1, 1114 Budapest",NA,NA
"5769","Euronet Banktechikai Kft. - ATM","Ybl Miklós tér 2-6, 1013 Budapest",NA,NA
"5770","OTP Bank Nyrt. - ATM","Szentendrei út 115, 1033 Budapest",NA,NA
"5771","UniCredit Bank Zrt. - ATM","Szentendrei út 115, 1033 Budapest",NA,NA
"5772","CIB Bank Zrt. - ATM","Ország út 3., 1038 Budapest",NA,NA
"5773","OTP Bank Nyrt. - ATM","Szentmiklós útja 0, 2310 Szigetszentmiklós",NA,NA
"5774","OTP Bank Nyrt. - ATM","LEÁNYKA U. utca 13, 1221 Budapest",NA,NA
"5775","Magyar Posta Zrt. - Fiók","Szentendrei út 115., 1033 Budapest",NA,NA
"5776","Euronet Banktechikai Kft. - ATM","Margitsziget - -, 1138 Budapest",NA,NA
"5777","OTP Bank Nyrt. - ATM","Árpád utca 112, 1048 Budapest",NA,NA
"5778","Magyar Posta Zrt. - Fiók","Visegrádi út 2., 2021 Tahitótfalu",NA,NA
"5779","""BÁCSKA"" Takarékszövetkezet - ATM","Gróf Széchenyi u. 85, 6453 Bácsbokod",NA,NA
"5780","""BÁCSKA"" Takarékszövetkezet - Fiók","Gr. Széchenyi u. 85, 6453 Bácsbokod",NA,NA
"5781","UniCredit Bank Zrt. - ATM","Heltai Jenő tér 15 fsz., 1039 Budapest",NA,NA
"5782","Magyar Posta Zrt. - Fiók","Római tér 3., 1031 Budapest",NA,NA
"5783","OTP Bank Nyrt. - ATM","Kondorosi út 7, 1116 Budapest",NA,NA
"5784","Fókusz Takarék - ATM","Kossuth u. 30-46., 1211 Budapest",NA,NA
"5785","Fókusz Takarék - Fiók","Kossuth L u. 30-46., 1211 Budapest",NA,NA
"5786","OTP Bank Nyrt. - ATM","Mozaik utca 5, 1033 Budapest",NA,NA
"5787","OTP Bank Nyrt. - ATM","Római tér 1, 1031 Budapest",NA,NA
"5788","OTP Bank Nyrt. - ATM","Csobánka tér 5, 1038 Budapest",NA,NA
"5789","OTP Bank Nyrt. - ATM","Mozaik utca 3, 1033 Budapest",NA,NA
"5790","B3 Takarék - ATM","Árpád u. 90-92., 1042 Budapest",NA,NA
"5791","B3 Takarék - Fiók","Árpád u. 90-92., 1042 Budapest",NA,NA
"5792","FHB Bank Zrt - Fiók","Villányi út 20, 1113 Budapest",NA,NA
"5793","FHB Bank Zrt - ATM","Villányi út 20, 1113 Budapest",NA,NA
"5794","OTP Bank Nyrt. - ATM","Bogdáni út 1-3., 1033 Budapest",NA,NA
"5795","Raiffeisen Bank Zrt. - ATM","Szentendrei út 115, 1033 Budapest",NA,NA
"5796","OTP Bank Nyrt. - ATM","Csobánka tér 3, 1039 Budapest",NA,NA
"5797","OTP Bank Nyrt. - ATM","Hamvas B. utca 4, 2000 Szentendre",NA,NA
"5798","OTP Bank Nyrt. - Fiók","Szentendrei út 115, 1033 Budapest",NA,NA
"5799","Euronet Banktechikai Kft. - ATM","Monostori út 3, 1031 Budapest",NA,NA
"5800","OTP Bank Nyrt. - ATM","Szentendrei út 409, 1038 Budapest",NA,NA
"5801","OTP Bank Nyrt. - ATM","Bartók B. út 92-94, 1113 Budapest",NA,NA
"5802","OTP Bank Nyrt. - ATM","Bartók B. út 92-94, 1113 Budapest",NA,NA
"5803","OTP Bank Nyrt. - Fiók","Bartók Béla út 92-94, 1113 Budapest",NA,NA
"5804","Magyar Posta Zrt. - Fiók","Rákóczi utca 36., 1039 Budapest",NA,NA
"5805","UniCredit Bank Zrt. - Fiók","Margit körút 87-89. 2., 1024 Budapest",NA,NA
"5806","Magyar Posta Zrt. - Fiók","Iskola utca 5., 6341 Homokmégy",NA,NA
"5807","Euronet Banktechikai Kft. - ATM","Clark Adam tér -, 1012 Budapest",NA,NA
"5808","Magyar Posta Zrt. - Fiók","Hunyadi utca 30., 6453 Bácsbokod",NA,NA
"5809","Magyar Posta Zrt. - Fiók","Fő utca 4., 1011 Budapest",NA,NA
"5810","Euronet Banktechikai Kft. - ATM","Clark Ádám tér 1, 1012 Budapest",NA,NA
"5811","Magyar Posta Zrt. - Fiók","Szent Lőrinc út 94., 2657 Tolmács",NA,NA
"5812","OTP Bank Nyrt. - ATM","SZENTENDREI ÚT út 206-210, 1033 Budapest",NA,NA
"5813","K&H Bank Zrt. - ATM","Zsirai Miklós utca 1., 1039 Budapest",NA,NA
"5814","CIB Bank Zrt. - Fiók","Mátyás király út 24., 1039 Budapest",NA,NA
"5815","CIB Bank Zrt. - ATM","Mátyás király utca 24., 1039 Budapest",NA,NA
"5816","OTP Bank Nyrt. - ATM","Bocskai út 39-41, 1113 Budapest",NA,NA
"5817","Magyar Posta Zrt. - Fiók","Mátyás király út 24-28., 1039 Budapest",NA,NA
"5818","Euronet Banktechikai Kft. - ATM","6452/1hrsz - -, 1014 Budapest",NA,NA
"5819","Erste Bank Hungary Zrt. - ATM","Pablo Neruda út 1-2, 1039 Budapest",NA,NA
"5820","OTP Bank Nyrt. - ATM","Polgár utca 8-10, 1033 Budapest",NA,NA
"5821","Erste Bank Hungary Zrt. - ATM","Köles utca 1., 1033 Budapest",NA,NA
"5822","CIB Bank Zrt. - ATM","Batthyány tér 1., 1011 Budapest",NA,NA
"5823","OTP Bank Nyrt. - Fiók","Flórián tér 15, 1033 Budapest",NA,NA
"5824","Euronet Banktechikai Kft. - ATM","Batthyany tér 7, 1011 Budapest",NA,NA
"5825","OTP Bank Nyrt. - ATM","Flórián tér 15, 1033 Budapest",NA,NA
"5826","OTP Bank Nyrt. - ATM","Flórián tér 15, 1033 Budapest",NA,NA
"5827","OTP Bank Nyrt. - ATM","Viziorgona utca 5, 1039 Budapest",NA,NA
"5828","Euronet Banktechikai Kft. - ATM","Szentendrei út 36/A, 1033 Budapest",NA,NA
